date,cost,date,log_return,market_return,market_value,portfolio_value,price_CASH,price_CN000063,price_CN000768,price_CN600763,price_CN601857,price_CSI300,rate_of_return,reward,steps,weight_CASH,weight_CN000063,weight_CN000768,weight_CN600763,weight_CN601857,weight_CSI300,weights_mean,weights_std
2020-04-29 16:00:00,2.6917424711676367e-05,1588176000.0,-0.007911115371796918,0.9904469648996989,1.121111950468264,0.9597520195070587,1.0,0.9703270792961121,1.0171014070510864,0.9799067378044128,0.9848811626434326,0.9904654026031494,-0.007879905670710508,-3.139331496744809e-05,14,0.0,-0.20403309166431427,-0.13814057409763336,0.49023663997650146,0.02310590073466301,0.14448368549346924,0.052608758211135864,0.2257755547761917
2020-05-05 16:00:00,0.00012030209191579164,1588694400.0,0.04242762068972286,0.9935994942982992,1.113936267037047,1.0013481921106266,1.0,0.9535714983940125,0.9709962010383606,1.0653250217437744,0.9846490621566772,0.9870551824569702,0.043340541888030826,0.0001683635741655669,15,0.0,-0.20405256748199463,-0.13825298845767975,0.48981449007987976,0.023554351180791855,0.1443256288766861,0.052564818412065506,0.22563831508159637
2020-05-06 16:00:00,1.6825841397872693e-05,1588780800.0,-0.01394521149647066,0.9658404290676117,1.075884682109035,0.9874810929368507,1.0,0.9379681348800659,0.9701298475265503,0.952863335609436,0.9821826219558716,0.9518986344337463,-0.013848428831281012,-5.5338140859010556e-05,16,0.0,-0.20404958724975586,-0.1381925493478775,0.48948168754577637,0.023881742730736732,0.14439445734024048,0.05258595943450928,0.22551946341991425
2020-05-07 16:00:00,3.951680935797081e-05,1588867200.0,-0.014027716418431162,1.0031896531581879,1.07931638108317,0.9737256907953235,1.0,1.0064886808395386,1.0298973321914673,0.9809881448745728,0.9954648613929749,1.0062988996505737,-0.013929787861170606,-5.56655413429808e-05,17,0.0,-0.20403094589710236,-0.13804374635219574,0.48901990056037903,0.024373961612582207,0.1445315182209015,0.05264177918434143,0.22534479200839996
2020-05-10 16:00:00,4.892622606028247e-05,1589126400.0,-0.010646001853531503,1.0218089421590169,1.1028551296094924,0.9634143886801921,1.0,1.0225638151168823,1.0610918998718262,0.9945811033248901,1.0227789878845215,1.0298378467559814,-0.01058953482752334,-4.224603910131549e-05,18,0.0,-0.20401924848556519,-0.13797011971473694,0.488808274269104,0.024593466892838478,0.14460888504981995,0.05267021059989929,0.22526457905769348
2020-05-11 16:00:00,7.858170254300089e-05,1589212800.0,0.032215854152292125,0.9939266840616862,1.096157141973184,0.994956966863756,1.0,0.9936953783035278,0.9289506077766418,1.043074131011963,0.9955456852912903,1.0022943019866943,0.0327404059501073,0.00012784069108052432,19,0.0,-0.20401059091091156,-0.1378556489944458,0.4890047311782837,0.024319926276803017,0.14480917155742645,0.05271126329898834,0.22532954812049866
2020-05-12 16:00:00,4.139350386737045e-05,1589299200.0,0.018072161689331744,1.016252338886261,1.1139722593171275,1.013101453059891,1.0,1.0102488994598389,1.0092307329177856,1.0417256355285645,1.0313199758529663,1.0049887895584106,0.018236453234081962,7.171492733861803e-05,20,0.0,-0.20396128296852112,-0.13765574991703033,0.4885834753513336,0.024779602885246277,0.14501985907554626,0.05279431864619255,0.2251608520746231
2020-05-13 16:00:00,6.113644666876444e-05,1589385600.0,0.0203500260530256,0.9998699724674225,1.1138274122528886,1.0339293009119817,1.0,0.9594202637672424,1.0230836868286133,1.032326579093933,0.9848155975341797,0.9995737075805664,0.020558501608288093,8.075407163899048e-05,21,0.0,-0.20393091440200806,-0.13750971853733063,0.4889233112335205,0.024349506944417953,0.14528660476207733,0.052853137254714966,0.22527135908603668
2020-05-14 16:00:00,2.353738435011546e-05,1589472000.0,-0.021049280311079957,0.9720683793226877,1.0827164074738487,1.0123932851086552,1.0,0.9546827077865601,0.982545793056488,0.9478857517242432,0.9911894202232361,0.9561066031455994,-0.02082929247128451,-8.352889012333316e-05,22,0.0,-0.20388667285442352,-0.13738249242305756,0.48885637521743774,0.024433936923742294,0.14544054865837097,0.05291028320789337,0.22523219883441925
2020-05-17 16:00:00,3.113766209223678e-05,1589731200.0,0.010075049301944146,0.998393307129542,1.0809768147412326,1.0226447536864105,1.0,1.0094937086105347,0.9696706533432007,1.0150108337402344,0.9911110997200012,1.0050735473632812,0.010125974488911282,3.998035437279423e-05,23,0.0,-0.20380011200904846,-0.13709589838981628,0.48806050419807434,0.025364156812429428,0.14567939937114716,0.05303467437624931,0.2249157577753067
2020-05-18 16:00:00,3.0043308135968432e-05,1589817600.0,-0.003530246917805608,1.012379248936971,1.0943584958260082,1.0190409297805558,1.0,1.0026123523712158,1.0545129776000977,1.0061174631118774,1.002242088317871,1.0087906122207642,-0.0035240232669885296,-1.4008916340498444e-05,24,0.0,-0.2036234736442566,-0.1368001103401184,0.48770081996917725,0.025900105014443398,0.14597557485103607,0.053192153573036194,0.22473396360874176
2020-05-19 16:00:00,1.0883981026731287e-05,1589904000.0,0.0034322563545132207,1.0161865750948589,1.1120724117993928,1.0225445490507843,1.0,1.030224084854126,1.018644094467163,1.0172964334487915,1.006711483001709,1.0242433547973633,0.0034381536284151526,1.3620064898861987e-05,25,0.0,-0.2036367654800415,-0.136671245098114,0.4878199100494385,0.025732671841979027,0.146139457821846,0.05323067307472229,0.2247713953256607
2020-05-20 16:00:00,1.1041385151367311e-05,1589990400.0,-0.0030682123241925156,0.9924228489398956,1.1036460711454141,1.0194119731180575,1.0,0.9840667247772217,0.9962562322616577,0.9879881143569946,0.9911110997200012,0.9951149225234985,-0.003063510470653563,-1.217544573092268e-05,26,0.0,-0.20359894633293152,-0.13656742870807648,0.4882432520389557,0.025299329310655594,0.14629106223583221,0.0532778762280941,0.22490538656711578
2020-05-21 16:00:00,4.4832728346329585e-05,1590076800.0,0.018628098731510778,1.0064518849054973,1.1107666685728486,1.0385796563399665,1.0,1.00668203830719,0.9895615577697754,1.0363562107086182,0.9977577924728394,1.0083537101745605,0.018802685986982315,7.392102671234436e-05,27,0.0,-0.20347565412521362,-0.13628220558166504,0.48766541481018066,0.026055827736854553,0.1465209275484085,0.05341405048966408,0.2246559113264084
2020-05-24 16:00:00,4.452295180928614e-05,1590336000.0,0.0017132192756486905,1.0264607270558674,1.1401583622127098,1.0403604962468727,1.0,1.0084248781204224,1.0987341403961182,1.0286200046539307,1.0067416429519653,1.0162436962127686,0.0017146878393343723,6.798489189082105e-06,28,0.0,-0.20345944166183472,-0.13623493909835815,0.4878484010696411,0.025882704183459282,0.1465744972229004,0.05343520641326904,0.2247123420238495
2020-05-25 16:00:00,6.655124852018725e-05,1590422400.0,0.026830046597732575,0.9976522425810496,1.1374815469590465,1.068651243481779,1.0,0.9843038320541382,0.9543010592460632,1.0352065563201904,1.0111607313156128,1.000941276550293,0.02719321556034271,0.00010646843887989117,29,0.0,-0.20354357361793518,-0.13653849065303802,0.48885539174079895,0.024718334898352623,0.14634422957897186,0.053305983543395996,0.2251039743423462
2020-05-26 16:00:00,6.0475497125468415e-05,1590508800.0,0.02279787587431789,1.012289782365163,1.1514609476155622,1.0932940587668176,1.0,1.0066871643066406,1.0173038244247437,1.0560966730117798,0.9933774471282959,1.000273585319519,0.023059735751347343,9.046776140602338e-05,30,0.0,-0.20355047285556793,-0.13656800985336304,0.48864877223968506,0.024963144212961197,0.14626967906951904,0.053293853998184204,0.2250325083732605
2020-05-27 16:00:00,2.2174409752818815e-05,1590595200.0,-0.0012913227674382554,1.0049857199192047,1.1572018093982754,1.0918831742777821,1.0,0.9890137910842896,1.034414529800415,1.0028221607208252,1.006666660308838,0.9969971776008606,-0.0012904894869976147,-5.124296696183553e-06,31,0.0,-0.20360185205936432,-0.13673250377178192,0.4889169931411743,0.02463822066783905,0.1461104303598404,0.05322188138961792,0.2251477986574173
2020-05-28 16:00:00,3.43199950758373e-05,1590681600.0,-0.017624803541462182,0.9889079729715983,1.1443660956511144,1.0728075420060001,1.0,1.0049083232879639,0.9896749258041382,0.9680386185646057,0.9823398590087891,0.988486111164093,-0.017470396761447904,-6.99396965931039e-05,32,0.0,-0.20362979173660278,-0.13683199882507324,0.4888959527015686,0.024661405012011528,0.14598093926906586,0.05317941680550575,0.2251509428024292
2020-05-31 16:00:00,2.30207857319761e-05,1590940800.0,0.007280176069364339,0.9959209163983663,1.1396981306760783,1.080646269565113,1.0,0.9856041073799133,0.9799073338508606,1.0019207000732422,1.0044944286346436,1.003598928451538,0.007306741658858362,2.8889587576842617e-05,33,0.0,-0.203579843044281,-0.13669562339782715,0.48831743001937866,0.02536417916417122,0.14604289829730988,0.05324150621891022,0.22492527961730957
2020-06-01 16:00:00,2.4376568984756922e-05,1591027200.0,0.006294880716215664,0.9926552474498749,1.1313273299244224,1.0874702651433386,1.0,0.9919143915176392,0.9727917909622192,1.0048185586929321,0.9955257177352905,0.9908810257911682,0.0063147357006765326,2.497968538180819e-05,34,0.0,-0.20357517898082733,-0.1366725116968155,0.4879921078681946,0.025745302438735962,0.14601489901542664,0.05325077101588249,0.2248065322637558
2020-06-02 16:00:00,3.291154221778256e-05,1591113600.0,-0.004456327825528947,0.99027352531751,1.1203235032923036,1.0826349226334275,1.0,1.0155140161514282,0.9468991160392761,0.9842727184295654,1.0022472143173218,0.9927080869674683,-0.0044464135387404236,-1.768384057749582e-05,35,0.0,-0.20353850722312927,-0.13654237985610962,0.48761653900146484,0.026186738163232803,0.14611579477787018,0.05330635979771614,0.22465817630290985
2020-06-03 16:00:00,3.279077305361067e-05,1591200000.0,-0.013952269816631557,0.9961910545825958,1.116056252218428,1.0676345943354144,1.0,0.988865852355957,1.0162670612335205,0.9723386764526367,1.002242088317871,0.9974326491355896,-0.013855389277048213,-5.536615006599824e-05,36,0.0,-0.2033567875623703,-0.13614314794540405,0.48713064193725586,0.026828745380043983,0.14654073119163513,0.05350002646446228,0.22442728281021118
2020-06-04 16:00:00,5.6213152267927724e-05,1591286400.0,-0.010696234852986175,1.0206339557965596,1.139084907593177,1.05627577947938,1.0,1.0047132968902588,1.0998315811157227,1.0021551847457886,1.0022372007369995,1.0148664712905884,-0.010639234543636245,-4.244537640073879e-05,37,0.0,-0.20317958295345306,-0.13586772978305817,0.4866999685764313,0.02743830531835556,0.14681440591812134,0.05365089699625969,0.22422298789024353
2020-06-07 16:00:00,1.676077666790507e-05,1591545600.0,0.00574628999367574,1.028921624024709,1.1720290930228072,1.0623629194823436,1.0,1.0489966869354248,1.0494062900543213,1.038225769996643,1.0133928060531616,1.0235081911087036,0.00576283213268769,2.2802738070141824e-05,38,0.0,-0.2035045176744461,-0.13629817962646484,0.48777273297309875,0.025937825441360474,0.14648669958114624,0.05339909717440605,0.2246982604265213
2020-06-08 16:00:00,2.6653763546389862e-05,1591632000.0,0.01022814580363656,1.0011935730775197,1.173427995394309,1.0732846828211053,1.0,0.9875776171684265,1.004744529724121,1.017554759979248,0.997797429561615,0.9994871020317078,0.010280633047775822,4.058788017316095e-05,39,0.0,-0.20363233983516693,-0.13671496510505676,0.4888303279876709,0.024657336995005608,0.14616511762142181,0.053217578679323196,0.22512653470039368
2020-06-09 16:00:00,2.3962408805803898e-05,1591718400.0,0.004842734474573277,0.9888911147912344,1.1603925184927217,1.078494921759198,1.0,0.9723270535469055,0.9807482361793518,0.9974554777145386,0.9977924227714539,0.9850234985351562,0.004854479917105969,1.92172002959257e-05,40,0.0,-0.20363594591617584,-0.13673493266105652,0.4887411296367645,0.024747805669903755,0.14614012837409973,0.05320969223976135,0.2250976413488388
2020-06-10 16:00:00,2.5618474616081467e-05,1591804800.0,-0.009927903165966855,0.9869815111160278,1.1452859613896798,1.0678407021578595,1.0,1.0051745176315308,0.965925931930542,0.9770408272743225,0.9867256879806519,0.9870221018791199,-0.009878785135084,-3.9396441134789105e-05,41,0.0,-0.2035755068063736,-0.13654980063438416,0.48817092180252075,0.02541668340563774,0.14628714323043823,0.05329157039523125,0.2248724400997162
2020-06-11 16:00:00,1.4019183566908933e-05,1591891200.0,0.0036171862752551335,0.9988088409105936,1.143921743606801,1.0717102755162682,1.0,1.00077223777771,0.9831287860870361,1.0004699230194092,1.0,1.0084820985794067,0.0036237365279194744,1.4353913790694974e-05,42,0.0,-0.2034183144569397,-0.13607631623744965,0.48725417256355286,0.026498304679989815,0.14675284922122955,0.053501781076192856,0.22449064254760742
2020-06-14 16:00:00,5.1234936327889054e-05,1592150400.0,0.02170996776496786,1.0071135958035786,1.1520591405217446,1.0952314715942169,1.0,0.9899691343307495,1.0046802759170532,1.0401899814605713,1.0,1.0078421831130981,0.0219473458595123,8.615066573399944e-05,43,0.0,-0.20328058302402496,-0.13588224351406097,0.48697856068611145,0.026900770142674446,0.14695782959461212,0.05361239239573479,0.22435449063777924
2020-06-15 16:00:00,5.6235639673333846e-05,1592236800.0,0.022882535053010467,0.9975995520750681,1.1492936825484803,1.1205820834100964,1.0,0.992985188961029,0.9604036808013916,1.0331677198410034,0.9977577924728394,1.0012829303741455,0.023146350770014923,9.080371052781931e-05,44,0.0,-0.20340940356254578,-0.13609346747398376,0.4874124526977539,0.026337655261158943,0.1467469334602356,0.05349902808666229,0.22454515099525452
2020-06-16 16:00:00,3.8947073745174956e-05,1592323200.0,0.012164801156848131,0.9938348631064097,1.1422081296646305,1.1342969932970077,1.0,0.9952903985977173,0.966451108455658,1.017484188079834,0.9955056309700012,0.9882778525352478,0.012239094386709226,4.827302046368306e-05,45,0.0,-0.2033783346414566,-0.13605332374572754,0.4875909388065338,0.026168622076511383,0.14680881798267365,0.053522784262895584,0.22459876537322998
2020-06-17 16:00:00,2.5489156372275855e-05,1592409600.0,0.010780925686081527,1.0121018489201863,1.1560309598852403,1.1465919222386787,1.0,1.022081971168518,1.0117106437683105,1.0334606170654297,1.0,1.0053578615188599,0.010839250226639452,4.2781451135244154e-05,46,0.0,-0.20331022143363953,-0.13590747117996216,0.48738938570022583,0.02645040489733219,0.14694248139858246,0.05359409749507904,0.22450390458106995
2020-06-18 16:00:00,2.2292331265146857e-05,1592496000.0,0.0027523873897914823,1.0075800915559132,1.1647937804026407,1.1497521347313795,1.0,0.998714029788971,1.0161223411560059,1.0022631883621216,1.0045146942138672,1.0238662958145142,0.0027561789259169522,1.0922172181712232e-05,47,0.0,-0.2033885270357132,-0.1361866146326065,0.48803651332855225,0.025712447240948677,0.14667582511901855,0.053474944084882736,0.22476314008235931
2020-06-21 16:00:00,5.533982788672462e-05,1592755200.0,0.020668921662046036,1.0035741031169891,1.1689568734838274,1.1737635639672963,1.0,1.0043779611587524,0.9845402836799622,1.0428110361099243,0.9955056309700012,0.9942097067832947,0.020884004917744114,8.201953040494459e-05,48,0.0,-0.20347660779953003,-0.1364443451166153,0.488542377948761,0.025097308680415154,0.1464393436908722,0.053359683603048325,0.22497566044330597
2020-06-22 16:00:00,1.3131574195193747e-05,1592841600.0,0.0018777112439478825,1.0031326015790303,1.172618749631521,1.1759696237202897,1.0,0.991538405418396,1.0214875936508179,1.0049052238464355,0.9954853057861328,1.0053790807724,0.0018794754077533504,7.45123509503128e-06,49,0.0,-0.20352086424827576,-0.13658732175827026,0.4887336194515228,0.024877814576029778,0.14628033339977264,0.0532972626388073,0.22505949437618256
2020-06-23 16:00:00,3.478448912896979e-05,1592928000.0,0.01307165965860235,0.9997311333815256,1.1723034715935479,1.1914424068785892,1.0,1.0043962001800537,0.9826052188873291,1.0246262550354004,0.9863945841789246,1.0003645420074463,0.013157468395611938,5.1871665311914094e-05,50,0.0,-0.20354172587394714,-0.136649951338768,0.4887221157550812,0.02490624226629734,0.1461799442768097,0.05326944217085838,0.2250610589981079
2020-06-28 16:00:00,3.7414686753219015e-05,1593360000.0,-0.015616939333148033,0.9845742285251617,1.1542197861415862,1.172980257884545,1.0,0.9696189165115356,0.9954713582992554,0.9570815563201904,0.9908046126365662,0.9944689273834229,-0.015495628565389441,-6.197198148074617e-05,51,0.0,-0.20357145369052887,-0.13674092292785645,0.48875024914741516,0.024889031425118446,0.1460484117269516,0.05322922393679619,0.22507989406585693
2020-06-29 16:00:00,8.410369582154467e-05,1593446400.0,-0.03738004102100549,0.9825249910354614,1.1340497850317142,1.1299435715700201,1.0,0.9952203631401062,0.9859387874603271,0.923721969127655,1.0,0.9902688264846802,-0.036690034657651416,-0.00014833349611510115,52,0.0,-0.20345745980739594,-0.1363910436630249,0.48786407709121704,0.025990545749664307,0.14629685878753662,0.053383827209472656,0.2247176319360733
2020-06-30 16:00:00,3.137855296390287e-05,1593532800.0,-0.019110267969441694,0.9751704434553782,1.105891831769853,1.108555066174456,1.0,0.9765207767486572,0.9559563994407654,0.9466478824615479,0.9930394887924194,0.9788581132888794,-0.01892882612345448,-7.58343967041337e-05,53,0.0,-0.20299392938613892,-0.13532601296901703,0.48682013154029846,0.027465157210826874,0.1473948359489441,0.05389336124062538,0.22418969869613647
2020-07-01 16:00:00,3.576852439868697e-05,1593619200.0,-0.011701495445791969,0.998662531375885,1.1044127361431957,1.095658912239475,1.0,0.9898907542228699,1.015357494354248,0.9743589758872986,1.0070092678070068,1.0053586959838867,-0.011633300255876944,-4.643450573726972e-05,54,0.0,-0.20302286744117737,-0.13496610522270203,0.48699694871902466,0.027186833322048187,0.1478271633386612,0.05400366708636284,0.22423714399337769
2020-07-02 16:00:00,3.410264018941842e-05,1593705600.0,0.001567553949298297,0.9875744879245758,1.0906898423539961,1.0973777636954223,1.0,0.9594258666038513,1.0021607875823975,0.9942104816436768,0.9930394887924194,0.9766103029251099,0.0015687833473958523,6.220452179755147e-06,55,0.0,-0.20304399728775024,-0.13495731353759766,0.487356036901474,0.0267516877502203,0.14789091050624847,0.05399955436587334,0.22436870634555817
2020-07-05 16:00:00,6.435718502982694e-05,1593964800.0,0.020792351585969638,0.9841722945372263,1.073426724777978,1.120433692927492,1.0,0.9490795135498047,0.9564467072486877,1.009423017501831,0.9906541109085083,0.9994304180145264,0.02101002042763178,8.25093316903557e-05,56,0.0,-0.20315726101398468,-0.13539329171180725,0.4881211519241333,0.025833923369646072,0.14749430119991302,0.05381646752357483,0.22468911111354828
2020-07-06 16:00:00,2.2038606459471154e-05,1594051200.0,0.0018203624948246308,1.0047355095545452,1.0785099472892683,1.1224751461107427,1.0,1.0215216875076294,0.9900810718536377,1.0069226026535034,1.0,1.0098876953125,0.001822020523067902,7.2236606937485345e-06,57,0.0,-0.20344066619873047,-0.13624978065490723,0.48882588744163513,0.0248537827283144,0.1466299146413803,0.0534365214407444,0.225051149725914
2020-07-07 16:00:00,8.70887579048022e-06,1594137600.0,-0.00010129487144613384,0.9992893437544504,1.0777434974593398,1.1223614508834554,1.0,0.9934718012809753,0.9977231621742249,0.9946874976158142,1.0047171115875244,1.005136489868164,-0.00010128975031764575,-4.019637755798962e-07,58,0.0,-0.20351167023181915,-0.1364642083644867,0.4888298809528351,0.024748219177126884,0.14644603431224823,0.053341373801231384,0.22508563101291656
2020-07-08 16:00:00,2.163749549758249e-05,1594224000.0,0.010444900400301842,1.0070634881655376,1.0853561258991289,1.134145841754448,1.0,1.0038830041885376,1.0109539031982422,1.0241910219192505,0.995305061340332,1.0080479383468628,0.010499639720980003,4.1448017461515246e-05,59,0.0,-0.20351667702198029,-0.1365603655576706,0.4888449013233185,0.02472660318017006,0.14635147154331207,0.05330765247344971,0.2250988781452179
2020-07-09 16:00:00,5.549440561744674e-05,1594310400.0,-0.022406689843291104,0.9908441106478373,1.0754187253027045,1.109015975344164,1.0,1.0005950927734375,0.993228018283844,0.9555214047431946,1.0023585557937622,0.9933615922927856,-0.022157526382506454,-8.891543588607581e-05,60,0.0,-0.20342189073562622,-0.1359739899635315,0.48942211270332336,0.023977670818567276,0.14720432460308075,0.05353470519185066,0.2252597212791443
2020-07-12 16:00:00,3.952596617772052e-05,1594569600.0,-0.01739293423332152,0.9904114902019501,1.0651070623181331,1.0898937098952564,1.0,0.9925661683082581,0.9968181848526001,0.9630818963050842,0.9952940940856934,0.9947085976600647,-0.017242551842387432,-6.901958029095842e-05,61,0.0,-0.20362146198749542,-0.1368989497423172,0.48932287096977234,0.02422083541750908,0.14593586325645447,0.053159862756729126,0.22530275583267212
2020-07-13 16:00:00,2.7393315191947568e-05,1594656000.0,-0.002181766577142455,1.0112801790237427,1.0771216606605343,1.08751840812742,1.0,1.0119831562042236,1.0237118005752563,1.0,1.0094562768936157,1.0225298404693604,-0.002179388454370046,-8.657803877549424e-06,62,0.0,-0.20380985736846924,-0.13766717910766602,0.49033936858177185,0.02321934700012207,0.144964337348938,0.052841003984212875,0.22572998702526093
2020-07-14 16:00:00,3.243255482449217e-05,1594742400.0,0.003459782197207492,1.0105214218298595,1.0884545120144224,1.09128750166263,1.0,1.0272351503372192,1.022271752357483,1.0279444456100464,0.9953161478042603,0.9903610348701477,0.0034657744706132476,1.3729294433363063e-05,63,0.0,-0.20288388431072235,-0.13585245609283447,0.49185243248939514,0.02228478714823723,0.14712639153003693,0.0537545420229435,0.225957989692688
2020-07-15 16:00:00,2.457089184507318e-05,1594828800.0,0.005894896804022441,0.9895018537839254,1.077027757397749,1.0977395277881552,1.0,0.9876080751419067,0.9808278679847717,1.0063233375549316,0.974117636680603,0.9881342053413391,0.005912306441423709,2.3392447635009686e-05,64,0.0,-0.20260480046272278,-0.13515207171440125,0.4922015070915222,0.022127395495772362,0.14791426062583923,0.05408104881644249,0.22597816586494446
2020-07-16 16:00:00,8.038845693334712e-05,1594915200.0,0.02991027086391876,1.0143662591775258,1.0925006173019143,1.1310691821317815,1.0,0.9927049875259399,1.0297645330429077,1.0674006938934326,0.9927536845207214,1.0035736560821533,0.030362079072421277,0.00011869155104729667,65,0.0,-0.20330357551574707,-0.1362958401441574,0.4909992814064026,0.0226629376411438,0.14673838019371033,0.053466860204935074,0.22578850388526917
2020-07-19 16:00:00,1.0169063244266546e-05,1595174400.0,-0.0004303885584289338,0.983393003543218,1.0743574634213493,1.1305824875953543,1.0,0.9753086566925049,0.962467610836029,0.9842012524604797,0.9975668787956238,0.9808136224746704,-0.0004302959926022476,-1.7078911048767216e-06,66,0.0,-0.2024594098329544,-0.1348889023065567,0.4922798275947571,0.022290538996458054,0.14808139204978943,0.05421723797917366,0.22594696283340454
