episodes,steps,rewards,step
270,252.0,4.497718116027175,68292.0
271,252.0,-0.25645709393623695,68544.0
272,252.0,23.848603980078643,68796.0
273,252.0,18.441681170266865,69048.0
274,252.0,0.2567012760382509,69300.0
275,252.0,-3.9448876661562595,69552.0
276,252.0,-2.8907824730156158,69804.0
277,252.0,0.31464414381920053,70056.0
278,252.0,-7.882673602481525,70308.0
279,252.0,-2.571156756475017,70560.0
280,252.0,2.2981046297382437,70812.0
281,252.0,-22.038676495129433,71064.0
282,252.0,5.7778343181303375,71316.0
283,252.0,-0.9480229462367401,71568.0
284,252.0,-4.241989534051307,71820.0
285,252.0,-6.817442341073873,72072.0
286,252.0,22.753485183431323,72324.0
287,252.0,-6.954575377667439,72576.0
288,252.0,-0.1416945038353774,72828.0
289,252.0,17.741950958200384,73080.0
290,252.0,1.9504597071126268,73332.0
291,252.0,-2.5146919957656935,73584.0
292,252.0,6.34700480522827,73836.0
293,252.0,-5.179273812818865,74088.0
294,252.0,0.6026765557703179,74340.0
295,252.0,-12.216698801762048,74592.0
296,252.0,9.22989846643776,74844.0
297,252.0,-7.754255145237729,75096.0
298,252.0,10.726898478135903,75348.0
299,252.0,-1.5356486340788142,75600.0
300,252.0,1.228620288705761,75852.0
301,252.0,-0.8230877941292437,76104.0
302,252.0,-1.8928892887549227,76356.0
303,252.0,-6.894032618441164,76608.0
304,252.0,-3.167643627137255,76860.0
305,252.0,0.31618026618257977,77112.0
306,252.0,-2.4590090971006564,77364.0
307,252.0,-1.326109708662732,77616.0
308,252.0,1.1398785818527128,77868.0
309,252.0,-5.771482300872835,78120.0
310,252.0,-10.795071279486859,78372.0
311,252.0,-0.3998135156185723,78624.0
312,252.0,-6.249941585631456,78876.0
313,252.0,5.818999958549796,79128.0
314,252.0,1.0685382177345433,79380.0
315,252.0,-1.0367714557854826,79632.0
316,252.0,0.498896534431881,79884.0
317,252.0,-1.1334932171419103,80136.0
318,252.0,0.3585400253622392,80388.0
319,252.0,-2.6935601706215797,80640.0
320,252.0,4.72116990643508,80892.0
321,252.0,-7.537630429049029,81144.0
322,252.0,14.868874697994233,81396.0
323,252.0,4.398652448260642,81648.0
324,252.0,-11.717655029985332,81900.0
325,252.0,5.5562023803893945,82152.0
326,252.0,2.0581474367362516,82404.0
327,252.0,4.9911319409356905,82656.0
328,252.0,-3.3530493629943825,82908.0
329,252.0,-1.0527370212445832,83160.0
330,252.0,-12.022788435386348,83412.0
331,252.0,-2.986620496055881,83664.0
332,252.0,3.649771218351527,83916.0
333,252.0,2.710567915581618,84168.0
334,252.0,-17.548107046826008,84420.0
335,252.0,-7.35986706798947,84672.0
336,252.0,1.5378808997094224,84924.0
337,252.0,2.3129909579341716,85176.0
338,252.0,7.445879456928766,85428.0
339,252.0,4.398727216315458,85680.0
340,252.0,-7.448557390700699,85932.0
341,252.0,5.7131823418969185,86184.0
342,252.0,-23.021785553506643,86436.0
343,252.0,3.1395009710467576,86688.0
344,252.0,-3.5677798007551633,86940.0
345,252.0,-9.490678282057381,87192.0
346,252.0,-6.9705267775570725,87444.0
347,252.0,8.23682975502901,87696.0
348,252.0,-3.0312505219948833,87948.0
349,252.0,2.557846558722414,88200.0
350,252.0,-2.1108404665740683,88452.0
351,252.0,-2.2490629917021994,88704.0
352,252.0,-3.249518527814184,88956.0
353,252.0,-0.3073058416672464,89208.0
354,252.0,6.471609447468508,89460.0
355,252.0,-3.1894784153097073,89712.0
356,252.0,3.7645734355418536,89964.0
357,252.0,19.302319007012088,90216.0
358,252.0,19.07900490117138,90468.0
359,252.0,-2.7197039597714605,90720.0
360,252.0,16.092153880516037,90972.0
361,252.0,19.751151157145035,91224.0
362,252.0,-2.811282637995094,91476.0
363,252.0,-8.926175847728608,91728.0
364,252.0,-7.063536895297542,91980.0
365,252.0,-1.2990497986072782,92232.0
366,252.0,7.238488157287652,92484.0
367,252.0,-4.623118655626057,92736.0
368,252.0,37.28683988345298,92988.0
369,252.0,-6.168882077836612,93240.0
370,252.0,-5.9771269219970105,93492.0
371,252.0,3.0064705621512613,93744.0
372,252.0,6.772205453495577,93996.0
373,252.0,-7.703420778045551,94248.0
374,252.0,2.101482022733173,94500.0
375,252.0,3.8914643729859257,94752.0
376,252.0,-4.388102528541264,95004.0
377,252.0,39.95893090745121,95256.0
378,252.0,5.930046357661538,95508.0
379,252.0,7.031957716149848,95760.0
380,252.0,-3.0920862503996425,96012.0
381,252.0,7.234686728003004,96264.0
382,252.0,3.417992834059775,96516.0
383,252.0,5.575205612507428,96768.0
384,252.0,23.536674204502532,97020.0
385,252.0,-1.4625733625726995,97272.0
386,252.0,20.707779314850097,97524.0
387,252.0,-10.763523042522515,97776.0
388,252.0,-5.174397832238872,98028.0
389,252.0,21.600926612070847,98280.0
390,252.0,4.948616697642711,98532.0
391,252.0,0.18969192826112918,98784.0
392,252.0,-3.9558277742928194,99036.0
393,252.0,11.87066804349762,99288.0
394,252.0,5.668617274484906,99540.0
395,252.0,-1.3494328475359785,99792.0
396,252.0,4.8161746536353425,100044.0
397,252.0,9.766005999126222,100296.0
398,252.0,-4.292913688923453,100548.0
399,252.0,-4.273188305557903,100800.0
400,252.0,-6.8813993335860175,101052.0
401,252.0,19.739192218647936,101304.0
402,252.0,-27.002250652382195,101556.0
403,252.0,-3.905143523369436,101808.0
404,252.0,0.6492223020080881,102060.0
405,252.0,-5.872355760241425,102312.0
406,252.0,-8.928216764228893,102564.0
407,252.0,5.096464158736687,102816.0
408,252.0,3.778711723250582,103068.0
409,252.0,-1.274778159401869,103320.0
410,252.0,4.2265073762387075,103572.0
411,252.0,-3.0815294747284465,103824.0
412,252.0,1.9886922852698525,104076.0
413,252.0,0.881965565368609,104328.0
414,252.0,1.343608312548238,104580.0
415,252.0,6.874712214100244,104832.0
416,252.0,-15.38396444934886,105084.0
417,252.0,2.8390253290521303,105336.0
418,252.0,-5.85371139769645,105588.0
419,252.0,9.499188947461022,105840.0
420,252.0,3.6370796215960413,106092.0
421,252.0,1.5675964304499412,106344.0
422,252.0,-8.150094442787557,106596.0
423,252.0,1.3271381788676941,106848.0
424,252.0,7.723661991566401,107100.0
425,252.0,11.67540768376613,107352.0
426,252.0,6.2320465122476945,107604.0
427,252.0,9.10936309528535,107856.0
428,252.0,9.60324251655996,108108.0
429,252.0,5.516799596814973,108360.0
430,252.0,-1.9027919455434446,108612.0
431,252.0,4.353469453578932,108864.0
432,252.0,-4.142256735477182,109116.0
433,252.0,0.7364429817637187,109368.0
434,252.0,-5.45054161197419,109620.0
435,252.0,-19.77145471280514,109872.0
436,252.0,-2.8068256122806425,110124.0
437,252.0,8.134304405742203,110376.0
438,252.0,-12.478292745361438,110628.0
439,252.0,0.9020800315473316,110880.0
440,252.0,-1.6913315461474188,111132.0
441,252.0,7.249313000528059,111384.0
442,252.0,5.620340045210857,111636.0
443,252.0,9.085809479358872,111888.0
444,252.0,14.013018323365593,112140.0
445,252.0,-8.843635127678947,112392.0
446,252.0,-0.9128782422596747,112644.0
447,252.0,22.488091405934227,112896.0
448,252.0,5.1263186779945755,113148.0
449,252.0,7.961796191122924,113400.0
450,252.0,24.00818516987132,113652.0
451,252.0,-0.6748032518046376,113904.0
452,252.0,3.6382882753522634,114156.0
453,252.0,6.316012055124434,114408.0
454,252.0,-1.4062329726374247,114660.0
455,252.0,-10.991807191437786,114912.0
456,252.0,-0.6292624638537565,115164.0
457,252.0,-9.811488110212798,115416.0
458,252.0,3.753700290676565,115668.0
459,252.0,22.85499851376223,115920.0
460,252.0,3.893999963582883,116172.0
461,252.0,-0.8493391760404039,116424.0
462,252.0,15.644195327994964,116676.0
463,252.0,1.057156386209433,116928.0
464,252.0,-4.702944736634862,117180.0
465,252.0,5.063286864437222,117432.0
466,252.0,2.427509269025216,117684.0
467,252.0,-0.1321997754683939,117936.0
468,252.0,1.1712330427959086,118188.0
469,252.0,7.794985178333311,118440.0
470,252.0,8.38882254179562,118692.0
471,252.0,6.907892776110929,118944.0
472,252.0,-7.075332706933873,119196.0
473,252.0,12.203730778448888,119448.0
474,252.0,3.9333369739415045,119700.0
475,252.0,4.543754618628568,119952.0
476,252.0,3.469489402485064,120204.0
477,252.0,5.766673619681694,120456.0
478,252.0,17.162818575305824,120708.0
479,252.0,6.092781594163589,120960.0
480,252.0,2.0089149295683892,121212.0
481,252.0,19.195884902868592,121464.0
482,252.0,13.0023198367091,121716.0
483,252.0,2.880367506460765,121968.0
484,252.0,7.125463720077922,122220.0
485,252.0,-5.096353808368265,122472.0
486,252.0,2.834339874383716,122724.0
487,252.0,8.61448099056268,122976.0
488,252.0,9.183582999436982,123228.0
489,252.0,-1.6420777862062748,123480.0
490,252.0,4.3218208074342925,123732.0
491,252.0,8.26033345950713,123984.0
492,252.0,22.52001558116534,124236.0
493,252.0,8.991507158140767,124488.0
494,252.0,-1.2710661345836616,124740.0
495,252.0,-17.758944925446205,124992.0
496,252.0,1.4319949503005258,125244.0
497,252.0,5.056564879326763,125496.0
498,252.0,-11.741301390699673,125748.0
499,252.0,-14.639093508621608,126000.0
500,252.0,14.699945894362989,126252.0
501,252.0,8.018564373300524,126504.0
502,252.0,2.7891882314317566,126756.0
503,252.0,-0.7209245268465891,127008.0
504,252.0,11.72578035661683,127260.0
505,252.0,6.88744898668117,127512.0
506,252.0,6.767330566328843,127764.0
507,252.0,6.8242615410983865,128016.0
508,252.0,4.41122150944584,128268.0
509,252.0,10.195653051428435,128520.0
510,252.0,2.938737893572398,128772.0
511,252.0,11.156014194812915,129024.0
512,252.0,-6.035792746442929,129276.0
513,252.0,-2.838111987849614,129528.0
514,252.0,-11.797796485204435,129780.0
515,252.0,-7.863810483459352,130032.0
516,252.0,12.227637125194034,130284.0
517,252.0,14.450210532772786,130536.0
518,252.0,3.9631668801587407,130788.0
519,252.0,16.19046134465493,131040.0
520,252.0,-3.9663453972106555,131292.0
521,252.0,-0.9634685960312153,131544.0
522,252.0,6.777531528506615,131796.0
523,252.0,-1.880411362222567,132048.0
524,252.0,22.429860174150484,132300.0
525,252.0,20.792942365439224,132552.0
526,252.0,7.962736942882235,132804.0
527,252.0,-11.98958703927212,133056.0
528,252.0,7.86903621636655,133308.0
529,252.0,7.5262174660914996,133560.0
530,252.0,6.757423898229987,133812.0
531,252.0,7.34197625491842,134064.0
532,252.0,-1.2884178257950671,134316.0
533,252.0,3.6375107985033837,134568.0
534,252.0,8.946686461086145,134820.0
535,252.0,4.48257017003833,135072.0
536,252.0,5.712687534235787,135324.0
537,252.0,8.212207452516523,135576.0
538,252.0,5.452096678181447,135828.0
539,252.0,4.153647277862924,136080.0
540,252.0,-1.2149337386084342,136332.0
541,252.0,1.3779714344250853,136584.0
542,252.0,7.642595503163774,136836.0
543,252.0,2.5683316539517627,137088.0
544,252.0,-0.9016301542343592,137340.0
545,252.0,-2.2833860772314445,137592.0
546,252.0,-1.3984487538682033,137844.0
547,252.0,-5.81717520291873,138096.0
548,252.0,26.054806656956867,138348.0
549,252.0,22.48540100183732,138600.0
550,252.0,7.785718109408524,138852.0
551,252.0,4.236310401308861,139104.0
552,252.0,11.450593210700394,139356.0
553,252.0,13.836625962194086,139608.0
554,252.0,-0.5857670674224391,139860.0
555,252.0,-10.94458643157612,140112.0
556,252.0,-10.528361122341785,140364.0
557,252.0,6.435387904715563,140616.0
558,252.0,13.849610317611535,140868.0
559,252.0,14.544676724924246,141120.0
560,252.0,23.332781022641242,141372.0
561,252.0,9.376961896633375,141624.0
562,252.0,3.0107730061576414,141876.0
563,252.0,7.725010892680609,142128.0
564,252.0,7.4432817711189285,142380.0
565,252.0,4.750688308731921,142632.0
566,252.0,7.40546998201071,142884.0
567,252.0,23.08856455497867,143136.0
568,252.0,-3.523548615161723,143388.0
569,252.0,3.095166238563606,143640.0
570,252.0,5.615246798412622,143892.0
571,252.0,-3.3784108268206534,144144.0
572,252.0,11.687011547261449,144396.0
573,252.0,5.649549885857212,144648.0
574,252.0,-4.763689133180406,144900.0
575,252.0,1.606932743130939,145152.0
576,252.0,-2.883720405740202,145404.0
577,252.0,7.335539182606903,145656.0
578,252.0,-10.187857692862984,145908.0
579,252.0,8.15569417212608,146160.0
580,252.0,-0.5710242958317248,146412.0
581,252.0,-1.518016005387217,146664.0
582,252.0,6.599716652045194,146916.0
583,252.0,13.683665062658608,147168.0
584,252.0,11.004540108209115,147420.0
585,252.0,16.581934909649803,147672.0
586,252.0,-9.544726340175211,147924.0
587,252.0,5.311730407896206,148176.0
588,252.0,9.085716947025137,148428.0
589,252.0,8.597636340616438,148680.0
590,252.0,13.933970030608485,148932.0
591,252.0,-2.286002041208436,149184.0
592,252.0,25.63654599222308,149436.0
593,252.0,8.552713854663143,149688.0
594,252.0,14.066538830452012,149940.0
595,252.0,-5.55118965511423,150192.0
596,252.0,-1.253617179417309,150444.0
597,252.0,7.199971056128688,150696.0
598,252.0,-13.874935397352607,150948.0
599,252.0,12.588483279959853,151200.0
600,252.0,-18.53142093016556,151452.0
601,252.0,-2.9691613692409287,151704.0
602,252.0,4.07563380030227,151956.0
603,252.0,-14.931411615062482,152208.0
604,252.0,32.682121445691955,152460.0
605,252.0,10.96588921302559,152712.0
606,252.0,9.083729454266315,152964.0
607,252.0,19.96494305818261,153216.0
608,252.0,5.338738034876383,153468.0
609,252.0,18.235099557925032,153720.0
610,252.0,0.7574730533284318,153972.0
611,252.0,6.64166551890956,154224.0
612,252.0,-10.978909965330164,154476.0
613,252.0,9.808990808259598,154728.0
614,252.0,13.380607651444352,154980.0
615,252.0,13.314293932769047,155232.0
616,252.0,-7.4332177999291185,155484.0
617,252.0,12.88425646845205,155736.0
618,252.0,9.008028124245463,155988.0
619,252.0,-3.4998255184333886,156240.0
620,252.0,7.469635400354306,156492.0
621,252.0,6.061553200773088,156744.0
622,252.0,8.092798573600211,156996.0
623,252.0,8.81382198846444,157248.0
624,252.0,9.242726357137853,157500.0
625,252.0,6.969693166724253,157752.0
626,252.0,0.2109322215001333,158004.0
627,252.0,7.178423516502257,158256.0
628,252.0,-0.6823415584679181,158508.0
629,252.0,12.298182388595947,158760.0
630,252.0,15.682845152543823,159012.0
631,252.0,8.207134393981729,159264.0
632,252.0,1.6648560459182142,159516.0
633,252.0,11.380178555467094,159768.0
634,252.0,6.997390772386947,160020.0
635,252.0,1.4238489648489256,160272.0
636,252.0,-1.2888019426078259,160524.0
637,252.0,9.000744345896344,160776.0
638,252.0,10.87683194861756,161028.0
639,252.0,11.644241767452055,161280.0
640,252.0,-4.623816564857889,161532.0
641,252.0,2.886743316531204,161784.0
642,252.0,8.199299367463093,162036.0
643,252.0,12.633845153962492,162288.0
644,252.0,17.77907553411121,162540.0
645,252.0,-3.089599738222824,162792.0
646,252.0,17.39570928492895,163044.0
647,252.0,6.757292029377512,163296.0
648,252.0,6.409449174442738,163548.0
649,252.0,1.2737093569578475,163800.0
650,252.0,3.839005421910894,164052.0
651,252.0,-13.189224988262806,164304.0
652,252.0,5.584169643123786,164556.0
653,252.0,11.44859793964856,164808.0
654,252.0,21.093969704511927,165060.0
655,252.0,7.596505925637669,165312.0
656,252.0,8.859130504940191,165564.0
657,252.0,6.4147901285936095,165816.0
658,252.0,5.57432150961461,166068.0
659,252.0,9.855356201659134,166320.0
660,252.0,14.309107692832463,166572.0
661,252.0,10.323541970747705,166824.0
662,252.0,7.667457302888164,167076.0
663,252.0,-0.15800602579626788,167328.0
664,252.0,-0.7498260538166142,167580.0
665,252.0,6.219709904077146,167832.0
666,252.0,0.28412723091043496,168084.0
667,252.0,18.475199019110484,168336.0
668,252.0,6.611269115617061,168588.0
669,252.0,20.71300192480908,168840.0
670,252.0,-4.7204395744092995,169092.0
671,252.0,8.702023567771224,169344.0
672,252.0,14.729066677286582,169596.0
673,252.0,4.267427215712508,169848.0
674,252.0,5.016548155691875,170100.0
675,252.0,7.797147310160992,170352.0
676,252.0,7.024106371854531,170604.0
677,252.0,8.008666807288334,170856.0
678,252.0,8.105146247032676,171108.0
679,252.0,-0.8367429244018068,171360.0
680,252.0,10.435432725695676,171612.0
681,252.0,-10.779847368243408,171864.0
682,252.0,14.39825277445256,172116.0
683,252.0,-1.2481731298809626,172368.0
684,252.0,8.278323863635086,172620.0
685,252.0,-13.348501166564155,172872.0
686,252.0,8.830122915813728,173124.0
687,252.0,-14.012784564793781,173376.0
688,252.0,-5.498574400993962,173628.0
689,252.0,17.490167480299554,173880.0
690,252.0,10.838046670741532,174132.0
691,252.0,5.651229696346042,174384.0
692,252.0,10.18764393861665,174636.0
693,252.0,9.22790262624102,174888.0
694,252.0,-0.20642147159158214,175140.0
695,252.0,4.408503759661134,175392.0
696,252.0,8.459077685245212,175644.0
697,252.0,7.307293910545211,175896.0
698,252.0,9.984589426679886,176148.0
699,252.0,6.065765480149771,176400.0
700,252.0,0.8581127488304314,176652.0
701,252.0,5.176016846471685,176904.0
702,252.0,31.41954855663737,177156.0
703,252.0,4.708966337350625,177408.0
704,252.0,8.133838589845281,177660.0
705,252.0,-23.687805875828598,177912.0
706,252.0,2.984306589267617,178164.0
