date,open,high,low,close,zchange,zturnover,zPE,zPB,zPS,zPC
2010/9/28,5.53,5.8283,5.4058,5.7158,--,86.915,96.8164,46.0413,32.6883,210.0405
2010/9/29,5.6605,5.7264,5.4542,5.6015,-2.0002,22.7675,94.8799,45.1204,32.0345,205.8392
2010/9/30,5.7164,5.9774,5.6232,5.8413,4.2818,17.2233,98.9424,47.0523,33.4061,214.6528
2010/10/8,5.8413,6.4254,5.8413,6.4254,9.9989,16.7745,108.8356,51.757,36.7464,236.1158
2010/10/11,6.3303,6.6982,6.2545,6.6795,3.9551,16.3656,113.1402,53.8041,38.1997,245.4545
2010/10/12,6.5882,6.8274,6.5559,6.7417,0.9302,8.3614,114.1927,54.3046,38.5551,247.7377
2010/10/13,6.6,7.1449,6.4546,7.1449,5.9816,9.2295,121.0232,57.5529,40.8613,262.5563
2010/10/14,7.0772,7.1984,6.7653,6.8541,-4.0699,10.6828,116.0976,55.2105,39.1983,251.8705
2010/10/15,6.9281,7.1456,6.5994,6.8032,-0.7434,6.5877,115.2346,54.8001,38.9069,249.9982
2010/10/18,6.6485,6.9032,6.3608,6.897,1.3791,7.2348,116.8238,55.5559,39.4434,253.446
2010/10/19,6.8225,7.2978,6.7535,6.8958,-0.018,8.2267,116.8028,55.5459,39.4363,253.4003
2010/10/20,6.7411,7.0238,6.618,7.0238,1.8562,3.9797,118.9709,56.5769,40.1684,258.1039
2010/10/21,7.176,7.7017,6.9592,7.4531,6.1129,4.3847,126.2434,60.0354,42.6238,273.8815
2010/10/22,7.3947,7.9782,7.3941,7.6923,3.2097,2.9805,130.2954,61.9623,43.9919,282.6722
2010/10/25,7.7358,8.4616,7.7358,8.3187,8.1422,4.6106,140.9043,67.0074,47.5738,305.6878
2010/10/26,8.2019,8.5045,8.141,8.3634,0.5378,2.5403,141.6621,67.3677,47.8296,307.3318
2010/10/27,8.4504,8.8568,8.3634,8.6449,3.3655,2.8408,146.4297,69.635,49.4393,317.6751
2010/10/28,8.6989,9.009,8.392,8.5927,-0.6038,3.6919,145.5457,69.2146,49.1408,315.7572
2010/10/29,8.4535,8.8108,8.4535,8.6878,1.1064,2.4445,147.1559,69.9804,49.6845,319.2506
2010/11/1,8.7536,9.3209,8.7536,9.2892,6.9232,4.08,157.3438,74.8252,53.1243,341.3529
2010/11/2,9.2948,9.3141,8.9823,9.2569,-0.3478,3.1298,156.7965,74.565,52.9395,340.1656
2010/11/3,9.1457,9.2892,8.5759,8.6461,-6.5982,3.7164,146.4508,69.645,49.4464,317.7208
2010/11/4,8.6057,8.9754,8.5448,8.8282,2.1056,2.6936,149.5345,71.1115,50.4876,324.4109
2010/11/5,8.8593,9.0718,8.625,8.8419,0.1548,2.771,149.7661,71.2216,50.5658,324.9132
2010/11/8,8.8158,9.4806,8.7977,9.4446,6.8166,3.3652,159.975,76.0765,54.0126,347.0612
2010/11/9,9.4806,9.5589,9.3253,9.5502,1.1184,2.0591,161.7642,76.9274,54.6167,350.9428
2010/11/10,9.4446,10.0808,9.3831,9.9528,4.216,2.3781,168.5842,80.1706,56.9194,365.7385
2010/11/11,9.9541,10.1281,9.7552,9.7552,-1.9853,2.4369,165.2373,78.579,55.7894,358.4777
2010/11/12,9.8174,9.9416,9.0718,9.4321,-3.3121,3.029,159.7645,75.9764,53.9416,346.6045
2010/11/15,9.5067,10.0709,9.3824,10.0653,6.7128,2.7422,170.4891,81.0765,57.5625,369.8713
2010/11/16,10.0659,10.3691,9.4992,9.6931,-3.6978,2.7973,164.1849,78.0785,55.434,356.1944
2010/11/17,9.4582,9.6596,9.114,9.1743,-5.3526,2.7516,155.3968,73.8993,52.4669,337.1288
2010/11/18,9.1954,9.7242,9.1326,9.5707,4.321,2.0565,162.1115,77.0925,54.734,351.6963
2010/11/19,9.6024,10.0038,9.4775,9.941,3.8694,1.9305,168.3842,80.0755,56.8519,365.3047
2010/11/22,9.9416,10.2523,9.6999,9.964,0.2313,2.7121,168.7736,80.2607,56.9833,366.1495
2010/11/23,9.9448,10.0411,9.713,9.9292,-0.3492,1.5499,168.1842,79.9804,56.7843,364.8709
2010/11/24,9.9199,10.1902,9.7919,10.166,2.3842,1.7755,172.1941,81.8873,58.1382,373.5703
2010/11/25,10.0168,10.4387,9.9727,10.2834,1.1552,3.254,174.1833,82.8333,58.8098,377.8857
2010/11/26,10.2051,10.2517,9.9174,9.9342,-3.3958,2.0295,168.2684,80.0205,56.8128,365.0536
2010/11/29,9.9659,9.9976,9.7552,9.923,-0.1126,2.2216,168.079,79.9304,56.7488,364.6425
2010/11/30,9.9969,10.0187,9.3203,9.749,-1.7533,2.5434,165.1321,78.529,55.7538,358.2493
2010/12/1,9.759,9.9404,9.4446,9.5688,-1.8483,1.6441,162.0799,77.0775,54.7233,351.6278
2010/12/2,9.6931,9.7552,9.5135,9.5222,-0.487,1.4391,161.2906,76.7021,54.4568,349.9153
2010/12/3,9.5222,9.5222,9.5222,9.5222,0,--,161.2906,76.7021,54.4568,349.9153
2010/12/6,9.3824,9.5676,9.3389,9.3389,-1.925,1.8272,158.1858,75.2256,53.4086,343.1796
2010/12/7,9.3265,9.6931,9.3097,9.6658,3.4997,2.5365,163.7218,77.8583,55.2777,355.1897
2010/12/8,9.631,9.6919,9.4197,9.5688,-1.0028,4.0017,162.0799,77.0775,54.7233,351.6278
2010/12/9,9.4508,9.5614,9.393,9.5253,-0.4545,1.4177,161.3432,76.7272,54.4746,350.0294
2010/12/10,9.5378,9.9236,9.5067,9.7894,2.7723,2.6943,165.8162,78.8543,55.9848,359.7335
2010/12/13,9.8416,10.0038,9.7708,9.941,1.5487,2.4908,168.3842,80.0755,56.8519,365.3047
2010/12/14,9.9106,9.9963,9.6322,9.7242,-2.1814,2.6284,164.7111,78.3288,55.6117,357.336
2010/12/15,9.6614,9.7117,9.4371,9.5378,-1.9169,2.46,161.5537,76.8273,54.5457,350.4861
2010/12/16,9.4483,9.6254,9.3824,9.4446,-0.9772,2.1627,159.975,76.0765,54.0126,347.0612
2010/12/17,9.4446,9.5502,9.2271,9.2582,-1.9737,2.8075,156.8176,74.575,52.9466,340.2113
2010/12/20,9.2457,9.3203,8.9475,9.0283,-2.4832,4.8953,152.9235,72.7231,51.6318,331.7631
2010/12/21,9.0314,9.1606,8.8872,9.1364,1.1975,2.9404,154.7548,73.594,52.2501,335.736
2010/12/22,9.1022,9.1836,8.9599,8.9972,-1.5234,1.7932,152.3972,72.4729,51.4541,330.6214
2010/12/23,8.9667,9.3184,8.9667,9.1904,2.1478,4.7687,155.6704,74.0294,52.5593,337.7225
2010/12/24,9.1469,9.1886,8.5796,8.6374,-6.0172,3.43,146.3034,69.575,49.3967,317.4012
2010/12/27,8.6331,8.7511,8.1397,8.2385,-4.6184,2.223,139.5466,66.3617,47.1154,302.7424
2010/12/28,8.1087,8.2267,7.8315,8.0409,-2.3984,8.7071,136.1998,64.7701,45.9854,295.4815
2010/12/29,8.0509,8.264,7.8899,8.2149,2.1637,6.1178,139.1467,66.1715,46.9803,301.8747
2010/12/30,8.182,8.469,8.1397,8.3615,1.785,3.3231,141.6305,67.3527,47.819,307.2633
2010/12/31,8.4119,8.6958,8.3261,8.6915,3.9459,2.7317,147.2191,70.0104,49.7058,319.3876
2011/1/4,8.753,8.9748,8.6958,8.9469,2.9382,2.997,70.58,6.7777,23.0519,418.7921
2011/1/5,8.9475,9.283,8.7853,9.1463,2.2293,3.0367,72.1534,6.9288,23.5658,428.1284
2011/1/6,9.3638,9.7242,9.3576,9.4352,3.159,5.28,74.4327,7.1477,24.3103,441.6528
2011/1/7,9.3209,9.4992,9.196,9.4415,0.0659,2.773,74.4817,7.1524,24.3263,441.9436
2011/1/10,9.4402,9.4408,8.5796,8.6691,-8.1803,2.8103,68.3889,6.5673,22.3363,405.7912
2011/1/11,8.5952,8.6685,8.2876,8.4175,-2.9028,2.8324,66.4037,6.3766,21.6879,394.0119
2011/1/12,8.4168,8.5125,8.2019,8.3864,-0.3691,1.7081,66.1586,6.3531,21.6079,392.5576
2011/1/13,8.5119,9.009,8.4262,8.8294,5.2827,2.6425,69.6535,6.6887,22.7493,413.2951
2011/1/14,8.7611,8.9829,8.6294,8.7971,-0.3659,1.577,69.3986,6.6642,22.6661,411.7827
