date,open,high,low,close,zchange,zturnover,zPE,zPB,zPS,zPC
1996/10/30,3.9336,5.2586,3.9253,4.886,--,85.4206,116.322,15.7336,25.2992,--
1996/10/31,4.6996,4.7617,4.3063,4.4512,-8.8983,34.0526,105.9713,14.3336,23.048,--
1996/11/1,4.1406,4.3311,4.0578,4.2649,-4.186,15.1987,101.5353,13.7335,22.0832,--
1996/11/4,4.3021,4.5961,4.1903,4.4595,4.5631,15.4656,106.1685,14.3602,23.0909,--
1996/11/5,4.5547,4.5754,4.2027,4.2359,-5.0139,11.3753,100.8453,13.6402,21.9332,--
1996/11/6,4.2359,4.3063,4.062,4.182,-1.2708,7.9226,99.5638,13.4669,21.6544,--
1996/11/7,4.1738,4.327,4.1738,4.182,0,6.663,99.5638,13.4669,21.6544,--
1996/11/8,4.2234,4.3684,4.182,4.298,2.7723,7.2526,102.3239,13.8402,22.2548,--
1996/11/11,4.2897,4.298,4.1862,4.2152,-1.9268,5.4461,100.3524,13.5735,21.826,--
1996/11/12,4.2814,4.2856,4.1903,4.2359,0.4912,5.7027,100.8453,13.6402,21.9332,--
1996/11/13,4.298,4.4305,4.2234,4.3684,3.1281,13.5159,103.9998,14.0669,22.6192,--
1996/11/14,4.4346,4.4719,4.3394,4.3808,0.2844,11.6978,104.2955,14.1069,22.6836,--
1996/11/15,4.3477,4.3477,4.1613,4.2276,-3.4972,8.1961,100.6481,13.6135,21.8903,--
1996/11/18,4.211,4.3394,4.0992,4.3394,2.6445,6.7358,103.3097,13.9735,22.4692,--
1996/11/19,4.3891,4.4056,4.2359,4.2773,-1.4313,9.2662,101.831,13.7735,22.1476,--
1996/11/20,4.2607,4.5464,4.2234,4.4346,3.6786,15.255,105.577,14.2802,22.9623,--
1996/11/21,4.505,4.5878,4.062,4.0992,-7.563,9.913,97.5922,13.2002,21.2256,--
1996/11/22,4.0992,4.2234,4.0371,4.1489,1.2121,4.6766,98.7751,13.3602,21.4829,--
1996/11/25,4.1406,4.1862,4.0206,4.1199,-0.6986,4.167,98.0851,13.2669,21.3328,--
1996/11/26,4.1448,4.182,4.0371,4.0661,-1.3065,4.125,96.8036,13.0935,21.0541,--
1996/11/27,4.0868,4.2649,4.0578,4.1406,1.833,4.5575,98.578,13.3335,21.44,--
1996/11/28,4.1489,4.3394,4.1406,4.2442,2.5,7.3221,101.0424,13.6669,21.976,--
1996/11/29,4.298,4.4967,4.2649,4.3932,3.5122,9.0354,104.5912,14.1469,22.7479,--
1996/12/2,4.5547,4.8652,4.4843,4.799,9.2366,15.75,114.2519,15.4536,24.849,--
1996/12/3,4.9688,5.2089,4.7203,4.8652,1.3805,22.1852,115.8291,15.6669,25.192,--
1996/12/4,4.9191,5.536,4.886,5.536,13.7872,19.3575,131.7988,17.8269,28.6653,--
1996/12/5,5.652,5.7141,5.387,5.5485,0.2244,20.3228,132.0945,17.8669,28.7297,--
1996/12/6,5.5402,5.5402,5.3,5.3828,-2.9851,12.3423,128.1514,17.3336,27.8721,--
1996/12/9,5.416,5.6727,5.3083,5.6727,5.3846,15.4196,135.0518,18.2669,29.3729,--
1996/12/10,5.6727,5.9211,5.4242,5.8383,2.9197,14.8158,138.9949,18.8003,30.2305,--
1996/12/11,5.7969,6.1074,5.7182,5.8383,0,14.4623,138.9949,18.8003,30.2305,--
1996/12/12,5.8383,5.9128,5.3,5.3207,-8.8652,13.6855,126.6727,17.1336,27.5505,--
1996/12/13,5.1965,5.3,4.8694,4.8901,-8.0934,8.5893,116.4206,15.7469,25.3207,--
